time,sv,SVclockBias,SVclockDrift,SVclockDriftRate,IODE,Crs,DeltaN,M0,Cuc,Eccentricity,Cus,sqrtA,Toe,Cic,Omega0,Cis,Io,Crc,omega,OmegaDot,IDOT,CodesL2,GPSWeek,L2Pflag,SVacc,health,TGD,IODC,TransTime,FitIntvl
2025-03-19 04:00:00,G05,-0.0002049063332379,-1.023181539495e-12,0.0,5.0,-38.875,4.12052877942e-09,1.774292282441,-2.026557922363e-06,0.005616555572487,1.001358032227e-05,5153.772607803,273600.0,-5.960464477539e-08,-2.241039449683,-1.341104507446e-07,0.9755111103876,195.40625,1.319169691936,-7.711392639028e-09,3.503717372464e-10,1.0,2358.0,0.0,2.0,0.0,-1.071020960808e-08,5.0,266418.0,4.0
2025-03-19 04:00:00,G06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 04:00:00,G07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 04:00:00,G08,0.0004974668845534,5.343281372916e-12,0.0,22.0,51.5,4.903418532778e-09,1.38785456473,2.752989530563e-06,0.01056561921723,3.335997462273e-06,5153.766969681,273600.0,-7.264316082001e-08,1.955703975561,1.285225152969e-07,0.9483212359688,309.0625,0.4396902223369,-8.512854594564e-09,-3.714440435639e-11,1.0,2358.0,0.0,2.0,0.0,4.656612873077e-09,22.0,272838.0,4.0
2025-03-19 04:00:00,G09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 04:00:00,G10,-0.0003590467385948,-1.398348103976e-11,0.0,60.0,-28.1875,3.806944288796e-09,-2.873157297734,-1.547858119011e-06,0.010110367788,9.408220648766e-06,5153.652891159,273600.0,7.078051567078e-08,-2.188388104909,-1.899898052216e-07,0.9882653831857,213.0,-2.308623457605,-7.462810856027e-09,3.485859485754e-10,1.0,2358.0,0.0,2.0,0.0,2.793967723846e-09,60.0,268818.0,4.0
2025-03-19 04:00:00,G11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 04:00:00,G12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 04:00:00,G13,0.0006989506073296,7.958078640513e-13,0.0,68.0,-14.125,4.697338520147e-09,1.194470559248,-6.556510925293e-07,0.008951897616498,5.707144737244e-06,5153.675813675,273600.0,-1.303851604462e-07,-1.00149680427,1.154839992523e-07,0.9731343556606,278.34375,0.9571712656824,-8.16784022333e-09,5.357366012941e-12,1.0,2358.0,0.0,2.0,0.0,-1.164153218269e-08,68.0,266418.0,4.0
2025-03-19 04:00:00,G14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 04:00:00,G15,0.0002755895256996,4.320099833421e-12,0.0,31.0,-1.9375,5.517372677861e-09,0.403336602737,1.4528632164e-07,0.01614646811504,6.156042218208e-06,5153.770418167,273600.0,-1.676380634308e-07,-1.307316567897,1.862645149231e-08,0.9380887691512,252.78125,1.40022166163,-8.767150901311e-09,1.925080187317e-10,1.0,2358.0,0.0,2.0,0.0,-1.024454832077e-08,31.0,266418.0,4.0
2025-03-19 04:00:00,G16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 04:00:00,G17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 04:00:00,G18,-0.0006452659144998,3.183231456205e-12,0.0,179.0,-72.0,4.194103272665e-09,-0.5725943929348,-3.727152943611e-06,0.004878564388491,5.917623639107e-06,5153.702470779,273600.0,1.247972249985e-07,3.062094378968,4.842877388e-08,0.9741815109588,270.625,-2.947292826279,-8.048906697843e-09,-1.328626771209e-10,1.0,2358.0,0.0,2.0,0.0,-8.381903171539e-09,691.0,266418.0,4.0
2025-03-19 04:00:00,G19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 04:00:00,G20,0.0003655832260847,-2.273736754432e-13,0.0,82.0,-45.59375,4.526617123201e-09,-0.2883802118734,-2.305954694748e-06,0.003617673180997,1.020729541779e-05,5153.731485367,273600.0,-1.862645149231e-08,-2.374985235508,4.470348358154e-08,0.9577643707076,184.03125,-2.280949307563,-7.998190299587e-09,2.660825119761e-10,1.0,2358.0,0.0,2.0,0.0,-8.381903171539e-09,82.0,266418.0,4.0
2025-03-19 04:00:00,G22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 04:00:00,G23,0.0004435610026121,7.04858393874e-12,0.0,186.0,-29.40625,3.934806757638e-09,-1.685548823451,-1.531094312668e-06,0.005052294116467,9.380280971527e-06,5153.639368057,273600.0,6.705522537231e-08,-2.218799343956,-3.352761268616e-08,0.983383682609,210.5,-2.8405180286,-7.644604142733e-09,3.889447725395e-10,1.0,2358.0,0.0,2.0,0.0,-8.381903171539e-09,954.0,266418.0,4.0
2025-03-19 04:00:00,G24,-0.0004365453496575,5.911715561524e-12,0.0,94.0,-25.59375,5.401653571982e-09,-0.4219685921828,-1.229345798492e-06,0.01654617849272,7.757917046547e-06,5153.680490494,273600.0,-5.587935447693e-08,-0.2011646596355,1.881271600723e-07,0.9346192599694,216.0,1.052805106861,-8.661432211989e-09,-4.325180161115e-10,1.0,2358.0,0.0,2.0,0.0,2.328306436539e-09,94.0,266418.0,4.0
2025-03-19 04:00:00,G25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 04:00:00,G26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 04:00:00,G27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 04:00:00,G28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 04:00:00,G29,-0.0005270862020552,3.865352482535e-12,0.0,75.0,44.15625,4.478400829085e-09,1.423573067224,2.292916178703e-06,0.003068884485401,2.868473529816e-06,5153.684516907,273600.0,1.862645149231e-08,2.070862465631,5.029141902924e-08,0.9666821832674,326.28125,2.610136794171,-8.269273019842e-09,8.21462788651e-11,1.0,2358.0,0.0,2.0,0.0,-9.778887033463e-09,75.0,266418.0,4.0
2025-03-19 04:00:00,G30,-0.0001911032013595,9.094947017729e-12,0.0,19.0,-22.90625,5.038424156304e-09,-1.542063936924,-1.305714249611e-06,0.007522507454269,8.217990398407e-06,5153.714233398,273600.0,1.303851604462e-07,-0.102755235688,-7.450580596924e-08,0.9360439812576,205.3125,-2.409719299464,-8.102837515707e-09,-4.121600252623e-10,1.0,2358.0,0.0,2.0,0.0,3.725290298462e-09,19.0,266418.0,4.0
2025-03-19 04:00:00,G31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 04:00:00,G32,-0.0004983930848539,8.753886504564e-12,0.0,89.0,-8.21875,4.696624204679e-09,2.097955630924,-6.165355443954e-07,0.008524287608452,5.804002285004e-06,5153.579656601,273600.0,-6.146728992462e-08,-1.156074030141,-2.216547727585e-07,0.9640378564349,269.84375,-2.077229673205,-8.015333870829e-09,1.525063525017e-10,1.0,2358.0,0.0,2.0,0.0,9.313225746155e-10,89.0,272208.0,4.0
2025-03-19 05:59:44,G01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 05:59:44,G02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 05:59:44,G03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 05:59:44,G04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 05:59:44,G05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 05:59:44,G06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 05:59:44,G07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 05:59:44,G08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 05:59:44,G09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 05:59:44,G10,-0.0003591487184167,-1.398348103976e-11,0.0,68.0,-32.4375,3.746584631717e-09,-1.825243498432,-1.728534698486e-06,0.01011013973039,9.389594197273e-06,5153.653970718,280784.0,1.490116119385e-07,-2.188442405502,-2.235174179077e-08,0.9882684377587,209.09375,-2.308682345909,-7.483168846876e-09,4.710910514046e-10,1.0,2358.0,0.0,2.0,0.0,2.793967723846e-09,68.0,273618.0,4.0
2025-03-19 05:59:44,G11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 05:59:44,G12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 05:59:44,G13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 05:59:44,G14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 05:59:44,G15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 05:59:44,G16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 05:59:44,G17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 05:59:44,G18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 05:59:44,G19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 05:59:44,G20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 05:59:44,G22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 05:59:44,G23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 05:59:44,G24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 05:59:44,G25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 05:59:44,G26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 05:59:44,G27,-2.948381006718e-05,7.958078640513e-13,0.0,63.0,51.21875,4.577690679191e-09,2.571134946137,2.495944499969e-06,0.01349298446439,3.362074494362e-06,5153.690097809,280784.0,-2.048909664154e-08,1.984669962727,-1.881271600723e-07,0.9573971826584,312.6875,0.8312408431234,-8.142124866468e-09,1.017899542459e-10,1.0,2358.0,0.0,2.0,0.0,2.328306436539e-09,63.0,273618.0,4.0
2025-03-19 05:59:44,G28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 05:59:44,G29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 05:59:44,G30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 05:59:44,G31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 05:59:44,G32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 06:00:00,G01,0.0001811147667468,1.921307557495e-11,0.0,104.0,-68.28125,4.437327689652e-09,1.457755091728,-3.70666384697e-06,0.0004088196437806,6.258487701416e-06,5153.737066269,280800.0,3.725290298462e-08,3.121436132344,-2.793967723846e-08,0.9599570844886,258.53125,-0.06683703317357,-8.124266979758e-09,-1.146476326769e-10,1.0,2358.0,0.0,2.0,0.0,-9.313225746155e-09,104.0,280758.0,4.0
2025-03-19 06:00:00,G02,-0.0002162111923099,9.549694368616e-12,0.0,51.0,-62.625,4.305893643468e-09,2.830481509419,-3.322958946228e-06,0.01616438059136,4.902482032776e-06,5152.874153137,280800.0,2.458691596985e-07,2.95721643598,1.974403858185e-07,0.9662930675392,283.90625,-1.01488266708,-7.895686029873e-09,-1.896507568581e-10,1.0,2358.0,0.0,2.0,0.0,-1.769512891769e-08,51.0,277392.0,4.0
2025-03-19 06:00:00,G03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 06:00:00,G04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 06:00:00,G05,-0.0002049137838185,-1.023181539495e-12,0.0,17.0,-34.90625,4.053383125391e-09,2.824446335973,-1.946464180946e-06,0.005616204813123,1.021288335323e-05,5153.772752762,280800.0,2.98023223877e-08,-2.241094421755,-6.891787052155e-08,0.9755139030983,190.875,1.319133361828,-7.63246077977e-09,3.378712165495e-10,1.0,2358.0,0.0,2.0,0.0,-1.071020960808e-08,17.0,273618.0,4.0
2025-03-19 06:00:00,G06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 06:00:00,G07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 06:00:00,G08,0.0004975055344403,5.343281372916e-12,0.0,25.0,56.0,4.860916762409e-09,2.438031338843,2.840533852577e-06,0.01056600338779,3.505498170853e-06,5153.765794754,280800.0,-1.862645149231e-07,1.955642376469,-7.078051567078e-08,0.9483219440212,306.34375,0.4396406367286,-8.348562036833e-09,7.821754378894e-11,1.0,2358.0,0.0,2.0,0.0,4.656612873077e-09,25.0,273618.0,4.0
2025-03-19 06:00:00,G09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 06:00:00,G10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 06:00:00,G11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 06:00:00,G12,-0.0005757682956755,-1.932676241267e-12,0.0,38.0,98.40625,4.34946688704e-09,-1.033923433873,5.103647708893e-06,0.008992318063974,9.242445230484e-06,5153.730270386,280800.0,-9.685754776001e-08,1.017073043118,1.359730958939e-07,0.960660475982,203.25,1.489188117611,-8.041763543159e-09,-1.78578867098e-11,1.0,2358.0,0.0,2.0,0.0,-1.257285475731e-08,38.0,276078.0,4.0
2025-03-19 06:00:00,G13,0.0006989561952651,7.958078640513e-13,0.0,71.0,-11.03125,4.620192449561e-09,2.244709463491,-6.984919309616e-07,0.00895196327474,5.688518285751e-06,5153.674825668,280800.0,-6.332993507385e-08,-1.0015554746,-1.788139343262e-07,0.9731359356121,276.3125,0.9571137890939,-7.900329080417e-09,1.139333172086e-10,1.0,2358.0,0.0,2.0,0.0,-1.164153218269e-08,71.0,273618.0,4.0
2025-03-19 06:00:00,G14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 06:00:00,G15,0.0002756202593446,4.320099833421e-12,0.0,32.0,-2.21875,5.483442693112e-09,1.453464679232,-3.799796104431e-07,0.01614655007143,6.182119250298e-06,5153.770536423,280800.0,-2.365559339523e-07,-1.307380178501,-3.408640623093e-07,0.9380915326035,251.9375,1.400223168435,-8.495711023322e-09,3.468001599044e-10,1.0,2358.0,0.0,2.0,0.0,-1.024454832077e-08,32.0,273618.0,4.0
2025-03-19 06:00:00,G16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 06:00:00,G17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 06:00:00,G18,-0.0006452426314354,3.183231456205e-12,0.0,180.0,-77.03125,4.164816338461e-09,0.4776543055448,-3.967434167862e-06,0.004878945183009,5.824491381645e-06,5153.703235626,280800.0,7.82310962677e-08,3.062036314286,1.043081283569e-07,0.9741803918264,275.09375,-2.947381451319,-8.073550581502e-09,-1.464346710204e-10,1.0,2358.0,0.0,2.0,0.0,-8.381903171539e-09,692.0,273618.0,4.0
2025-03-19 06:00:00,G19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 06:00:00,G20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 06:00:00,G22,-0.000100452452898,-1.023181539495e-12,0.0,3.0,93.09375,4.226604626476e-09,3.002294580089,4.805624485016e-06,0.01324970065616,8.806586265564e-06,5153.668140411,280800.0,8.940696716309e-08,1.037867055786,9.499490261078e-08,0.9593401792492,209.125,-1.064884697933,-7.619960259073e-09,-6.500270762369e-11,1.0,2358.0,0.0,2.0,0.0,-1.117587089539e-08,3.0,273822.0,4.0
2025-03-19 06:00:00,G23,0.0004436117596924,7.04858393874e-12,0.0,187.0,-39.1875,3.893733618206e-09,-0.635067842839,-1.953914761543e-06,0.005052661639638,9.622424840927e-06,5153.642139435,280800.0,7.636845111847e-08,-2.21885431164,3.725290298462e-08,0.9833863465828,205.40625,-2.840802737328,-7.682105704824e-09,3.725155167665e-10,1.0,2358.0,0.0,2.0,0.0,-8.381903171539e-09,955.0,273618.0,4.0
2025-03-19 06:00:00,G24,-0.0004365025088191,5.911715561524e-12,0.0,95.0,-26.59375,5.408439568931e-09,0.6282105869668,-1.195818185806e-06,0.01654612575658,7.914379239082e-06,5153.680402756,280800.0,-1.881271600723e-07,-0.2012262045991,1.098960638046e-07,0.9346159142757,215.4375,1.052808780249,-8.60785855186e-09,-5.485942797252e-10,1.0,2358.0,0.0,2.0,0.0,2.328306436539e-09,95.0,273618.0,4.0
2025-03-19 06:00:00,G25,0.0004926570691168,-9.094947017729e-13,0.0,34.0,86.5,4.60054877418e-09,-1.16032529056,4.52995300293e-06,0.01235934684519,9.622424840927e-06,5153.66179657,280800.0,1.098960638046e-07,0.9271481270981,2.812594175339e-07,0.9488702076814,187.875,1.121284182193,-8.099623096099e-09,-1.392915163365e-10,1.0,2358.0,0.0,2.0,0.0,5.587935447693e-09,34.0,277728.0,4.0
2025-03-19 06:00:00,G26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 06:00:00,G27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 06:00:00,G28,-0.000581496860832,-7.275957614183e-12,0.0,229.0,-24.75,4.573047628647e-09,-0.8758553153466,-1.383945345879e-06,0.000292434124276,8.367002010345e-06,5153.574029922,280800.0,-1.117587089539e-08,-0.1286953143221,-7.450580596924e-09,0.9618838675583,218.75,0.8279830752414,-7.953902740547e-09,-4.568047420368e-10,1.0,2358.0,0.0,2.0,0.0,-9.313225746155e-09,741.0,278268.0,4.0
2025-03-19 06:00:00,G29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 06:00:00,G30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 06:00:00,G31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 06:00:00,G32,-0.0004983302205801,8.753886504564e-12,0.0,90.0,-12.0625,4.7605554391e-09,-3.134951634565,-5.830079317093e-07,0.008524810196832,5.766749382019e-06,5153.578516006,280800.0,8.754432201386e-08,-1.156131454064,-1.881271600723e-07,0.9640391335623,267.53125,-2.077267488175,-7.976760835535e-09,1.739358165535e-10,1.0,2358.0,0.0,2.0,0.0,9.313225746155e-10,90.0,273708.0,4.0
2025-03-19 07:59:44,G01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 07:59:44,G02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 07:59:44,G03,0.0006773946806788,4.092726157978e-12,0.0,48.0,-28.25,3.824445017772e-09,0.3299644365489,-1.676380634308e-06,0.005863094935194,9.050592780113e-06,5153.560657501,287984.0,-3.911554813385e-08,-2.185980830784,5.587935447693e-08,0.988661997832,222.6875,1.129172808477,-7.708535377154e-09,3.350139546759e-10,1.0,2358.0,0.0,2.0,0.0,1.396983861923e-09,48.0,286002.0,4.0
2025-03-19 07:59:44,G04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 07:59:44,G05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 07:59:44,G06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 07:59:44,G07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 07:59:44,G08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 07:59:44,G09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 07:59:44,G10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 07:59:44,G11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 07:59:44,G12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 07:59:44,G13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 07:59:44,G14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 07:59:44,G15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 07:59:44,G16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 07:59:44,G17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 07:59:44,G18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 07:59:44,G19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 07:59:44,G20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 07:59:44,G22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 07:59:44,G23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 07:59:44,G24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 07:59:44,G25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 07:59:44,G26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 07:59:44,G27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 07:59:44,G28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 07:59:44,G29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 07:59:44,G30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 07:59:44,G31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 07:59:44,G32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 08:00:00,G01,0.0001812535338104,1.921307557495e-11,0.0,105.0,-66.6875,4.414469594664e-09,2.509853609157,-3.499910235405e-06,0.0004089757567272,5.798414349556e-06,5153.735569,288000.0,4.470348358154e-08,3.121377612695,-7.450580596924e-09,0.9599563018274,264.65625,-0.06879335841094,-8.128195714834e-09,-1.085759511956e-10,1.0,2358.0,0.0,2.0,0.0,-9.313225746155e-09,105.0,280818.0,4.0
2025-03-19 08:00:00,G02,-0.0002161427401006,9.549694368616e-12,0.0,52.0,-59.8125,4.217675683122e-09,-2.402035470007,-2.751126885414e-06,0.01616480783559,4.854053258896e-06,5152.873369217,288000.0,8.754432201386e-08,2.957159544559,3.110617399216e-07,0.9662920083865,285.34375,-1.01488263197,-7.904972130962e-09,-1.350056235261e-10,1.0,2358.0,0.0,2.0,0.0,-1.769512891769e-08,52.0,280818.0,4.0
2025-03-19 08:00:00,G03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 08:00:00,G04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 08:00:00,G05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 08:00:00,G06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 08:00:00,G07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 08:00:00,G08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 08:00:00,G09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 08:00:00,G10,-0.000359249766916,-1.398348103976e-11,0.0,74.0,-33.96875,3.78515766701e-09,-0.7727246041786,-1.54972076416e-06,0.01010988221969,9.754672646523e-06,5153.653802872,288000.0,7.078051567078e-08,-2.188496467639,2.123415470123e-07,0.9882706804121,205.78125,-2.30868058163,-7.694963383255e-09,3.925163498815e-10,1.0,2358.0,0.0,2.0,0.0,2.793967723846e-09,74.0,280818.0,4.0
2025-03-19 08:00:00,G11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 08:00:00,G12,-0.0005757822655141,-1.932676241267e-12,0.0,39.0,81.65625,4.418041172006e-09,0.01608697426991,4.200264811516e-06,0.008990031899884,8.838251233101e-06,5153.725318909,288000.0,-1.601874828339e-07,1.017015161301,3.352761268616e-08,0.960660296043,210.75,1.489324477668,-8.048192382375e-09,-5.750239520557e-11,1.0,2358.0,0.0,2.0,0.0,-1.257285475731e-08,39.0,280818.0,4.0
2025-03-19 08:00:00,G13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 08:00:00,G14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 08:00:00,G15,0.0002756509929895,4.320099833421e-12,0.0,40.0,1.46875,5.299506460002e-09,2.503560387202,-1.061707735062e-07,0.01614620909095,5.738809704781e-06,5153.771671295,288000.0,1.4528632164e-07,-1.307439170672,-1.434236764908e-07,0.9380956024416,254.96875,1.400254840612,-8.095694361023e-09,2.953694461802e-10,1.0,2358.0,0.0,2.0,0.0,-1.024454832077e-08,40.0,280872.0,4.0
2025-03-19 08:00:00,G16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 08:00:00,G17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 08:00:00,G18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 08:00:00,G19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 08:00:00,G20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 08:00:00,G22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 08:00:00,G23,0.0004436620511115,7.04858393874e-12,0.0,188.0,-37.5,3.885518990319e-09,0.4150780344434,-1.920387148857e-06,0.005052250577137,9.931623935699e-06,5153.64131546,288000.0,3.166496753693e-08,-2.218909700644,8.195638656616e-08,0.983388915467,201.34375,-2.840752414409,-7.698177802862e-09,3.603721538038e-10,1.0,2358.0,0.0,2.0,0.0,-8.381903171539e-09,956.0,280818.0,4.0
2025-03-19 08:00:00,G24,-0.0004364596679807,6.025402399246e-12,0.0,96.0,-32.625,5.324864659129e-09,1.678343122436,-1.890584826469e-06,0.01654649118427,8.06525349617e-06,5153.682128906,288000.0,-3.911554813385e-07,-0.2012888789355,-2.309679985046e-07,0.9346132854119,213.71875,1.052859549358,-8.348204879099e-09,-3.635865734116e-10,1.0,2358.0,0.0,2.0,0.0,2.328306436539e-09,96.0,280818.0,4.0
2025-03-19 08:00:00,G25,0.0004926505498588,-9.094947017729e-13,0.0,44.0,79.3125,4.715910722325e-09,-0.1101337702336,4.196539521217e-06,0.01235860702582,9.477138519287e-06,5153.660680771,288000.0,-7.450580596924e-08,0.9270886872736,1.490116119385e-07,0.9488686672287,191.21875,1.121281853227,-8.264629969297e-09,-1.12861844006e-10,1.0,2358.0,0.0,2.0,0.0,5.587935447693e-09,44.0,280818.0,4.0
2025-03-19 08:00:00,G26,-0.0001413146965206,-1.864464138635e-11,0.0,52.0,75.28125,5.030209528418e-09,-0.9555188046221,3.892928361893e-06,0.00988517748192,9.786337614059e-06,5153.800273895,288000.0,2.235174179077e-07,0.8590875399643,6.891787052155e-08,0.9296882970893,174.125,0.6218283786308,-8.25034365993e-09,-1.982225424788e-10,1.0,2358.0,0.0,4.0,0.0,6.519258022308e-09,52.0,286308.0,4.0
2025-03-19 08:00:00,G27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 08:00:00,G28,-0.0005815490148962,-7.275957614183e-12,0.0,230.0,-24.40625,4.656622538449e-09,0.1742844644932,-1.145526766777e-06,0.0002924599684775,8.223578333855e-06,5153.57406044,288000.0,2.607703208923e-08,-0.1287527689668,-4.842877388e-08,0.9618805350309,218.34375,0.8280859139936,-7.981046728346e-09,-4.33589489314e-10,1.0,2358.0,0.0,2.0,0.0,-9.313225746155e-09,742.0,280818.0,4.0
2025-03-19 08:00:00,G29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-19 08:00:00,G30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
